Year,State_Abbr,State,Indicator,Percent,Low CI,High CI,Sample Size
2017,NM,New Mexico,Percent of breastfed infants who were supplemented with infant formula before 6 months,29,23,35.9,324
2017,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.6,9.2,19.5,295
2017,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,18.4,13.7,24.3,344
2017,VA,Virginia,Percent of breastfed infants who were supplemented with infant formula before 6 months,36.7,28.1,46.1,315
2017,VI,Virgin Islands,Percent of breastfed infants who were supplemented with infant formula before 3 months,,,,
2017,UT,Utah,Percent of infants who were breastfed at 6 months,64.1,56.8,70.8,274
2017,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula before 6 months,38.4,30.9,46.5,206
2017,DE,Delaware,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.7,25.3,38.9,237
2017,AR,Arkansas,Percent of infants who were exclusively breastfed through 6 months,19.4,15.2,24.5,418
2017,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula before 6 months,43.2,33.1,54,213
2017,DC,District of Columbia,Percent of infants who were breastfed at 12 months,39.3,33.2,45.8,374
2017,NJ,New Jersey,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,23.3,18.4,29.1,367
2017,DE,Delaware,Percent of infants who were breastfed at 6 months,55.2,49,61.2,337
2017,HI,Hawaii,Percent of breastfed infants who were supplemented with infant formula before 3 months,26.3,19.4,34.4,243
2017,AZ,Arizona,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,24.9,19.3,31.6,285
2017,NV,Nevada,Percent of infants who were breastfed at 6 months,57.4,51.1,63.5,423
2017,KS,Kansas,Percent of infants who were ever breastfed,84.6,79,89,346
2017,IA,Iowa,Percent of breastfed infants who were supplemented with infant formula before 3 months,32.8,24.3,42.5,161
2017,PA,Pennsylvania,Percent of breastfed infants who were supplemented with infant formula before 3 months,28.4,22.6,35,500
2017,NM,New Mexico,Percent of infants who were ever breastfed,83.4,78.4,87.5,523
2017,IL,Illinois,Percent of breastfed infants who were supplemented with infant formula before 6 months,38,31.8,44.5,334
2017,FL,Florida,Percent of infants who were exclusively breastfed through 3 months,41.1,34.9,47.5,535
2017,NC,North Carolina,Percent of infants who were breastfed at 6 months,50.3,43.9,56.6,398
2017,SD,South Dakota,Percent of infants who were exclusively breastfed through 6 months,32.1,26,38.9,250
2017,RI,Rhode Island,Percent of infants who were exclusively breastfed through 3 months,45,38.4,51.7,260
2017,OR,Oregon,Percent of infants who were exclusively breastfed through 6 months,35.6,27.5,44.7,177
2017,MN,Minnesota,Percent of infants who were exclusively breastfed through 3 months,61.9,53.4,69.7,252
2017,LA,Louisiana,Percent of infants who were ever breastfed,66.2,59.1,72.6,444
2017,OH,Ohio,Percent of infants who were ever breastfed,80.1,73.6,85.2,351
2017,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 6 months,27.3,21.2,34.4,268
2017,TX,Texas,Percent of infants who were exclusively breastfed through 3 months,45.8,42.3,49.3,1827
2017,TN,Tennessee,Percent of breastfed infants who were supplemented with infant formula before 3 months,15.4,10,23,152
2017,UT,Utah,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.8,14,27.1,252
2017,DE,Delaware,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,15.8,11.7,21.1,274
2017,GU,Guam,Percent of infants who were breastfed at 6 months,47.5,38.7,56.4,195
2017,WI,Wisconsin,Percent of infants who were exclusively breastfed through 3 months,51,44.5,57.6,300
2017,IL,Illinois,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,26.2,21.5,31.6,480
2017,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula before 3 months,23.9,17.6,31.7,192
2017,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,25.9,19.1,34.1,213
2017,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula before 3 months,27.4,20.7,35.4,269
2017,AL,Alabama,Percent of infants who were ever breastfed,69,62.7,74.7,349
2017,WA,Washington,Percent of infants who were exclusively breastfed through 3 months,58,51.4,64.3,423
2017,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula before 6 months,21.2,15.1,28.9,182
2017,OR,Oregon,Percent of infants who were breastfed at 6 months,73.4,64.8,80.5,182
2017,RI,Rhode Island,Percent of infants who were ever breastfed,82.8,77.2,87.2,271
2017,IN,Indiana,Percent of infants who were exclusively breastfed through 6 months,21.1,16.4,26.6,307
2017,NE,Nebraska,Percent of infants who were exclusively breastfed through 3 months,53.9,46.6,61,227
2017,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula before 3 months,18.9,13.3,26.1,209
2017,MT,Montana,Percent of infants who were breastfed at 6 months,62.1,55.4,68.4,308
2017,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.1,16.6,28.7,223
2017,HI,Hawaii,Percent of infants who were ever breastfed,89.1,82.9,93.2,283
2017,VA,Virginia,Percent of infants who were breastfed at 12 months,42.3,34.6,50.4,417
2017,FL,Florida,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,21.6,16.1,28.5,458
2017,NH,New Hampshire,Percent of infants who were breastfed at 12 months,39.5,32.9,46.5,267
2017,AK,Alaska,Percent of breastfed infants who were supplemented with infant formula before 6 months,25.7,18.9,33.9,176
2017,IN,Indiana,Percent of breastfed infants who were supplemented with infant formula before 3 months,25.7,19.4,33.2,210
2017,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,15,10.7,20.6,296
2017,AZ,Arizona,Percent of infants who were breastfed at 12 months,39.3,33.2,45.7,321
2017,TX,Texas,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.6,33.5,42,1070
2017,PR,Puerto Rico,Percent of breastfed infants who were supplemented with infant formula before 3 months,,,,
2017,PA,Pennsylvania,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.5,10.6,19.6,577
2017,KS,Kansas,Percent of infants who were breastfed at 12 months,37.2,30.9,44,346
2017,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 3 months,24.4,18.9,31,301
2017,NY,New York,Percent of infants who were exclusively breastfed through 3 months,45.2,40,50.5,760
2017,FL,Florida,Percent of infants who were ever breastfed,75.6,69.4,81,559
2017,KY,Kentucky,Percent of infants who were exclusively breastfed through 3 months,37.5,29.9,45.7,215
2017,SC,South Carolina,Percent of infants who were breastfed at 6 months,55.6,49.4,61.6,378
2017,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula before 6 months,33.9,26,42.9,193
2017,LA,Louisiana,Percent of infants who were exclusively breastfed through 6 months,21.8,16.7,28,436
2017,MN,Minnesota,Percent of infants who were ever breastfed,95.3,91.4,97.5,256
2017,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 6 months,39.5,29.1,50.9,124
2017,NH,New Hampshire,Percent of infants who were exclusively breastfed through 6 months,36.7,30.1,43.9,262
2017,MI,Michigan,Percent of infants who were breastfed at 6 months,58,51.6,64.1,404
2017,VT,Vermont,Percent of infants who were exclusively breastfed through 6 months,36.8,31.2,42.7,355
2017,TN,Tennessee,Percent of infants who were ever breastfed,75.8,66.4,83.3,229
2017,MT,Montana,Percent of breastfed infants who were supplemented with infant formula before 3 months,22.4,16.5,29.5,239
2017,CA,California,Percent of infants who were exclusively breastfed through 3 months,50.1,41.1,59.1,397
2017,AR,Arkansas,Percent of infants who were breastfed at 6 months,43.1,37.1,49.3,430
2017,MT,Montana,Percent of infants who were ever breastfed,84.6,78.5,89.3,308
2017,DE,Delaware,Percent of infants who were exclusively breastfed through 6 months,23.6,18.9,29.1,328
2017,NC,North Carolina,Percent of infants who were breastfed at 12 months,29.2,24,35,398
2017,TX,Texas,Percent of infants who were breastfed at 12 months,31.3,28.4,34.5,1888
2017,CT,Connecticut,Percent of infants who were breastfed at 12 months,43.2,34.5,52.4,184
2017,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula before 6 months,36.6,28.6,45.4,154
2017,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,18.7,12.6,26.8,276
2017,HI,Hawaii,Percent of infants who were exclusively breastfed through 6 months,30.6,24.5,37.4,268
2017,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula before 3 months,36.5,29.7,43.9,307
2017,WV,West Virginia,Percent of infants who were ever breastfed,69.9,64.4,74.8,378
2017,ID,Idaho,Percent of infants who were breastfed at 12 months,38.3,30.9,46.3,228
2017,AK,Alaska,Percent of infants who were exclusively breastfed through 3 months,58.6,50.8,66,236
2017,ND,North Dakota,Percent of infants who were breastfed at 6 months,56.8,49.8,63.5,273
2017,IL,Illinois,Percent of infants who were exclusively breastfed through 3 months,42.1,37.2,47.2,551
2017,NV,Nevada,Percent of infants who were exclusively breastfed through 3 months,40.9,34.9,47.1,412
2017,PA,Pennsylvania,Percent of infants who were exclusively breastfed through 6 months,25.9,21.2,31.2,662
2017,CO,Colorado,Percent of infants who were ever breastfed,92.2,85.6,95.9,277
2017,WI,Wisconsin,Percent of infants who were breastfed at 6 months,59.2,52.4,65.6,312
2017,NH,New Hampshire,Percent of infants who were breastfed at 6 months,65.4,58.2,71.9,267
2017,ME,Maine,Percent of infants who were ever breastfed,88.1,82.9,91.8,306
2017,NC,North Carolina,Percent of infants who were exclusively breastfed through 6 months,23.3,18.6,28.7,393
2017,WV,West Virginia,Percent of infants who were exclusively breastfed through 6 months,20.9,16.9,25.6,375
2017,AZ,Arizona,Percent of infants who were exclusively breastfed through 6 months,24.6,19.3,30.8,311
2017,MI,Michigan,Percent of breastfed infants who were supplemented with infant formula before 3 months,30.4,24,37.7,296
2017,LA,Louisiana,Percent of infants who were exclusively breastfed through 3 months,39,32.6,45.9,436
2017,FL,Florida,Percent of infants who were breastfed at 12 months,30.7,25.4,36.6,559
2017,PR,Puerto Rico,Percent of infants who were exclusively breastfed through 3 months,,,,
2017,OR,Oregon,Percent of infants who were breastfed at 12 months,48.4,39.5,57.3,182
2017,RI,Rhode Island,Percent of infants who were breastfed at 12 months,35.4,29.5,41.7,271
2017,DC,District of Columbia,Percent of infants who were exclusively breastfed through 3 months,47.3,40.7,54,359
2017,GA,Georgia,Percent of infants who were breastfed at 6 months,56.7,50,63.2,386
2017,ME,Maine,Percent of infants who were breastfed at 6 months,62.2,55.6,68.4,306
2017,WA,Washington,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.9,10.9,19.9,412
2017,VI,Virgin Islands,Percent of infants who were ever breastfed,,,,
2017,KY,Kentucky,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.9,13.4,28.5,167
2017,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 6 months,24,16.9,33.1,134
2017,NV,Nevada,Percent of infants who were exclusively breastfed through 6 months,21.7,17,27.3,412
2017,FL,Florida,Percent of breastfed infants who were supplemented with infant formula before 6 months,38.3,30.2,47,327
2017,TN,Tennessee,Percent of infants who were exclusively breastfed through 6 months,27.2,19.6,36.3,225
2017,MN,Minnesota,Percent of infants who were exclusively breastfed through 6 months,38.7,30.8,47.3,252
2017,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,24.3,18.5,31.2,335
2017,UT,Utah,Percent of infants who were exclusively breastfed through 3 months,48.2,41.2,55.2,261
2017,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula before 3 months,33.2,26.6,40.6,299
2017,KY,Kentucky,Percent of breastfed infants who were supplemented with infant formula before 6 months,31.1,21.9,41.9,112
2017,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.1,9.7,19.9,333
2017,IN,Indiana,Percent of infants who were breastfed at 6 months,47,40.6,53.6,317
2017,IA,Iowa,Percent of infants who were ever breastfed,80.2,73.6,85.4,232
2017,VT,Vermont,Percent of infants who were breastfed at 6 months,70.4,64.4,75.8,368
2017,OK,Oklahoma,Percent of infants who were ever breastfed,77.7,71.7,82.7,356
2017,NJ,New Jersey,Percent of infants who were ever breastfed,88.7,84.4,91.9,413
2017,TX,Texas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.5,19.5,25.8,1630
2017,WY,Wyoming,Percent of infants who were breastfed at 12 months,38,31.7,44.8,269
2017,MO,Missouri,Percent of infants who were breastfed at 12 months,27.2,22.2,32.8,365
2017,OH,Ohio,Percent of infants who were exclusively breastfed through 3 months,41.3,35,47.8,344
2017,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,8.7,5.3,14,233
2017,WV,West Virginia,Percent of infants who were exclusively breastfed through 3 months,37.5,32.4,42.8,375
2017,CT,Connecticut,Percent of infants who were breastfed at 6 months,62.4,52.8,71.1,184
2017,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.3,13.3,27.1,214
